0, 127.3, 127.3
1, 123.3, 124.3
2, 120.8, 122.8
3, 118.7, 121.7
4, 116.9, 120.9
5, 115.4, 120.4
6, 114.0, 120
7, 112.7, 119.7
8, 111.5, 119.5
9, 110.4, 119.4
10, 109.4, 119.4
11, 108.5, 119.5
12, 107.6, 119.6
13, 106.7, 119.7
14, 105.9, 119.9
15, 105.1, 120.1
16, 104.4, 120.4
17, 103.7, 120.7
18, 103.0, 121
19, 102.3, 121.3
20, 101.7, 121.7
21, 101.1, 122.1
22, 100.5, 122.5
23, 99.9, 122.9
24, 99.3, 123.3
25, 98.8, 123.8
26, 98.3, 124.3
27, 97.8, 124.8
28, 97.3, 125.3
29, 96.8, 125.8
30, 96.3, 126.3
31, 95.8, 126.8
32, 95.4, 127.4
33, 95.0, 128
34, 94.5, 128.5
35, 94.1, 129.1
36, 93.7, 129.7
37, 93.3, 130.3
38, 92.9, 130.9
39, 92.5, 131.5
40, 92.1, 132.1
41, 91.8, 132.8
42, 91.4, 133.4
43, 91.0, 134
44, 90.7, 134.7
45, 90.4, 135.4
46, 90.0, 136
47, 89.7, 136.7
48, 89.3, 137.3
49, 89.0, 138
50, 88.7, 138.7
51, 88.4, 139.4
52, 88.1, 140.1
53, 87.8, 140.8
54, 87.5, 141.5
55, 87.2, 142.2
56, 86.9, 142.9
57, 86.6, 143.6
58, 86.3, 144.3
59, 86.0, 145
60, 85.8, 145.8
61, 85.5, 146.5
62, 85.2, 147.2
63, 85.0, 148
64, 84.7, 148.7
